kind,faction,speaker,transcript,filename,relative_path,sha256,bytes,source_path
MATCH_OPENING,PROTOSS,Kaldalis,I stand ready.,Kaldalis_What03.ogg,MATCH_OPENING/PROTOSS/Kaldalis_What03.ogg,ed42a1dedbfb2c358acbb0f2b866039bbbb888bdd303f5a39e0f7c693129cad2,26733,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\void.sc2campaign\enus.sc2assets\LocalizedData\Sounds\VO\Protoss\Kaldalis_What03.ogg
MATCH_OPENING,PROTOSS,Kaldalis,Identify our foe!,Kaldalis_What06.ogg,MATCH_OPENING/PROTOSS/Kaldalis_What06.ogg,4cab9af1a90232688ee93a5fab3aa3aa825d8bf3ee4a274b15528c6517f3fbb8,28324,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\void.sc2campaign\enus.sc2assets\LocalizedData\Sounds\VO\Protoss\Kaldalis_What06.ogg
MATCH_OPENING,PROTOSS,Karax,The opportune moment has come.,Karax_Attack01.ogg,MATCH_OPENING/PROTOSS/Karax_Attack01.ogg,a32e87e81ec835a31be887b4456185e2abe5abc666c8573a3a7ba614b01752c7,41431,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\void.sc2campaign\enus.sc2assets\LocalizedData\Sounds\VO\Protoss\Karax_Attack01.ogg
MATCH_OPENING,PROTOSS,Selendis,It is time to act.,Selendis_Yes04.ogg,MATCH_OPENING/PROTOSS/Selendis_Yes04.ogg,bb8f4283ad4033b025c97b3db0c9d8868554fe86d23a746d6f0651cbe1f923d1,32200,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\liberty.sc2campaign\enus.sc2assets\LocalizedData\Sounds\ProtossVO\CampaignUnits\Selendis\Selendis_Yes04.ogg
MATCH_OPENING,PROTOSS,Tempest,There is no greater glory than battle.,TempestVoid_What05.ogg,MATCH_OPENING/PROTOSS/TempestVoid_What05.ogg,426f7d5bc0d21ba53c44b0fa5aaea3b39bf03f86e1833b5876553bb0af39a948,39466,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\void.sc2campaign\enus.sc2assets\LocalizedData\Sounds\VO\Protoss\TempestVoid_What05.ogg
MATCH_OPENING,PROTOSS,Zealot,We strike as one.,Zealot_Attack04.ogg,MATCH_OPENING/PROTOSS/Zealot_Attack04.ogg,3aeb72c8a12113f0a401575d7128872e7a9afb1246107bac4aadf058fd96572e,23912,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\ProtossUnitVO\Zealot\Zealot_Attack04.ogg
MATCH_OPENING,TERRAN,Battlecruiser,Weapons charged and ready.,Battlecruiser_Attack00.ogg,MATCH_OPENING/TERRAN/Battlecruiser_Attack00.ogg,baa11e36d2a4fa66061b0c91c9d101d5fbe9a328064f32a540d1c320944d267e,38971,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\TerranUnitVO\Battlecruiser\Battlecruiser_Attack00.ogg
MATCH_OPENING,TERRAN,Battlecruiser,Who called in the fleet?,Battlecruiser_Ready00.ogg,MATCH_OPENING/TERRAN/Battlecruiser_Ready00.ogg,207c580f98f2b433108178a0bc4805c2539b43225ec692c35380d11ba220513f,38810,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\TerranUnitVO\Battlecruiser\Battlecruiser_Ready00.ogg
MATCH_OPENING,TERRAN,Cyclone,And here we go.,Cyclone_Attack01.ogg,MATCH_OPENING/TERRAN/Cyclone_Attack01.ogg,e3614e62a9b5e4401cc5f0db448efed122421b1dc87eb5c54a5e1e1aa115e352,33930,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\VO\Terran\Cyclone_Attack01.ogg
MATCH_OPENING,TERRAN,Firebat,Let's do this.,Firebat_Yes03.ogg,MATCH_OPENING/TERRAN/Firebat_Yes03.ogg,4ec39f838c1dc08cded453b39574df933715a6cf696090e6803523f7f7fae4a2,25034,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\liberty.sc2campaign\enus.sc2assets\LocalizedData\Sounds\TerranVO\CampaignUnits\Firebat\Firebat_Yes03.ogg
MATCH_OPENING,TERRAN,Hellion,Ready to raise some hell!,Hellion_Ready00.ogg,MATCH_OPENING/TERRAN/Hellion_Ready00.ogg,58ce839047a88e0df6b7bd6a049232bb6a9cb464f9ecc9dac6ad65fa401bdc4d,36994,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\TerranUnitVO\Hellion\Hellion_Ready00.ogg
MATCH_OPENING,TERRAN,Marauder,It's go time!,Marauder_Yes04.ogg,MATCH_OPENING/TERRAN/Marauder_Yes04.ogg,89c4e5084970fd56405c1e9291bceb0cf045226e7c948c26cddbfd904fc48544,17517,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\TerranUnitVO\Marauder\Marauder_Yes04.ogg
MATCH_OPENING,TERRAN,Marine,Let's do this.,Marine_Attack07.ogg,MATCH_OPENING/TERRAN/Marine_Attack07.ogg,f200241d3d531188a6fd9e1fdae95d63403735813a7cd5a5be6c92cef21e0e18,22096,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\TerranUnitVO\Marine\Marine_Attack07.ogg
MATCH_OPENING,TERRAN,Reaper,Here comes the pain!,Reaper_Attack00.ogg,MATCH_OPENING/TERRAN/Reaper_Attack00.ogg,8823126f64bf24e270c0c841086d7217eae82fac0102428dc5870b432f79633c,22956,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\TerranUnitVO\Reaper\Reaper_Attack00.ogg
MATCH_OPENING,TERRAN,Siege Tank,Ready to drop the hammer!,SiegeTank_Attack02.ogg,MATCH_OPENING/TERRAN/SiegeTank_Attack02.ogg,329c0fe82ca20053ce81a9642694fe7820a60a5ff595bb0442406e9e79edb834,47409,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\TerranUnitVO\SiegeTank\SiegeTank_Attack02.ogg
MATCH_OPENING,TERRAN,Siege Tank,Ready to roll out!,SiegeTank_Ready00.ogg,MATCH_OPENING/TERRAN/SiegeTank_Ready00.ogg,87d6eeae70f1f766147d6d221c8a9451cc2c574c934512db3c1f0677806e1195,40541,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\TerranUnitVO\SiegeTank\SiegeTank_Ready00.ogg
MATCH_OPENING,TERRAN,Thor,Thor is here!,Thor_Ready00.ogg,MATCH_OPENING/TERRAN/Thor_Ready00.ogg,805242a354fc2698d721b47345924a65f9a89ad660adb2c598d8001c084aa728,28458,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\TerranUnitVO\Thor\Thor_Ready00.ogg
MATCH_OPENING,TERRAN,Viking,Let's get into the fight.,Viking_What02.ogg,MATCH_OPENING/TERRAN/Viking_What02.ogg,a3c7bf089590b77a28c389a6f9a650f24dc0449c0dd9b180ed21c1ef20a3c01d,26429,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\TerranUnitVO\Viking\Viking_What02.ogg
MATCH_OPENING,TERRAN,Viking,Made for battle.,Viking_What03.ogg,MATCH_OPENING/TERRAN/Viking_What03.ogg,63f55ad9be900176810d60e3c86348385c9397823dcbe07bf8ffb40fb7d4c98b,26333,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\TerranUnitVO\Viking\Viking_What03.ogg
MATCH_OPENING,TERRAN,Viking,You ready for war?,Viking_What04.ogg,MATCH_OPENING/TERRAN/Viking_What04.ogg,dfd673f38f3436ab4235ae41e5656a95919dbc93f296da51dfd567c5e96f5fe3,24958,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\TerranUnitVO\Viking\Viking_What04.ogg
MATCH_OPENING,TERRAN,Wraith,It's go time.,Wraith_Attack02.ogg,MATCH_OPENING/TERRAN/Wraith_Attack02.ogg,1980a68915a0eb703d223e4bd976f76b0b800ea7759afec2317ff6db19ef3b4a,17059,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\liberty.sc2campaign\enus.sc2assets\LocalizedData\Sounds\TerranVO\CampaignUnits\Wraith\Wraith_Attack02.ogg
MATCH_OPENING,ZERG,Dehaka,I cannot be exterminated.,DehakaCommander_Ready01.ogg,MATCH_OPENING/ZERG/DehakaCommander_Ready01.ogg,49d1ac36822b4fc64afedab6afcd0292f0a15eb197bb68f92310298ccaf1f102,37470,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\void.sc2campaign\enus.sc2assets\LocalizedData\Sounds\VO\DehakaCommander_Ready01.ogg
MATCH_OPENING,ZERG,Kerrigan,"Here I come, ready or not.",Kerrigan_Ready00.ogg,MATCH_OPENING/ZERG/Kerrigan_Ready00.ogg,f069c04e97707f693f855a7b4a4d0f5251524fc4ee97de0008ec8311f462d3be,62380,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\liberty.sc2campaign\enus.sc2assets\LocalizedData\Sounds\ZergVO\CampaignUnits\Kerrigan\Kerrigan_Ready00.ogg
MATCH_OPENING,ZERG,Kerrigan,Let's have some fun!,Kerrigan_Attack03.ogg,MATCH_OPENING/ZERG/Kerrigan_Attack03.ogg,0e66e731afa61ec3f8ccd8fe6d92a8fce6613efec031976c2b07c2155ed89f6b,63609,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\liberty.sc2campaign\enus.sc2assets\LocalizedData\Sounds\ZergVO\CampaignUnits\Kerrigan\Kerrigan_Attack03.ogg
MATCH_OPENING,ZERG,Kerrigan,The swarm will consume all.,Kerrigan_Attack00.ogg,MATCH_OPENING/ZERG/Kerrigan_Attack00.ogg,ed992412a52600d0fcfd453fb4d928943d8314d4c722819f7805708950e05e76,63795,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\liberty.sc2campaign\enus.sc2assets\LocalizedData\Sounds\ZergVO\CampaignUnits\Kerrigan\Kerrigan_Attack00.ogg
MATCH_OPENING,ZERG,Zagara,Feel the fury of the swarm!,ZagaraHero_Attack04.ogg,MATCH_OPENING/ZERG/ZagaraHero_Attack04.ogg,238fd7e2ce09a312cb03ae35a2b925a050bd8231cb39748189521aa4c8233634,31304,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\void.sc2campaign\enus.sc2assets\LocalizedData\Sounds\VO\Zerg\ZagaraHero_Attack04.ogg
MATCH_OPENING,ZERG,Zagara,Our prey nears!,ZagaraHero_Attack01.ogg,MATCH_OPENING/ZERG/ZagaraHero_Attack01.ogg,5cfcced0ae4f4e1d53a3dacf02e8eb932f729f8d7769d63a9b0787d16f491f31,24019,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\void.sc2campaign\enus.sc2assets\LocalizedData\Sounds\VO\Zerg\ZagaraHero_Attack01.ogg
MATCH_OPENING,ZERG,Zagara,The fittest shall survive!,ZagaraHero_Yes02.ogg,MATCH_OPENING/ZERG/ZagaraHero_Yes02.ogg,75c2dd31b5d1104b910e4ed9aefaf0b795cdd2e19518a5c35dcd8a59450458c9,30075,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\void.sc2campaign\enus.sc2assets\LocalizedData\Sounds\VO\Zerg\ZagaraHero_Yes02.ogg
MATCH_OPENING,ZERG,Zagara,This swarm comes for you!,ZagaraHero_Attack03.ogg,MATCH_OPENING/ZERG/ZagaraHero_Attack03.ogg,dcbd44aa0a30412e226841b7d1441a5715e61ea1ee6fde050b5e84577a6ea3d1,27289,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\void.sc2campaign\enus.sc2assets\LocalizedData\Sounds\VO\Zerg\ZagaraHero_Attack03.ogg
MATCH_OPENING,ZERG,Zagara,This world shall fall.,ZagaraHero_Yes04.ogg,MATCH_OPENING/ZERG/ZagaraHero_Yes04.ogg,688b4daa61fe6f1abd9dd0d228ea2c3f96fda1443920035dba74f7390da8f25d,27637,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\void.sc2campaign\enus.sc2assets\LocalizedData\Sounds\VO\Zerg\ZagaraHero_Yes04.ogg
MATCH_OPENING,ZERG,Zagara,We are ready to kill!,ZagaraHero_What02.ogg,MATCH_OPENING/ZERG/ZagaraHero_What02.ogg,fa4d933b94525764b89dd1847fc8828deb299312f89d0ca36cdbae4a2716e59d,25427,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\void.sc2campaign\enus.sc2assets\LocalizedData\Sounds\VO\Zerg\ZagaraHero_What02.ogg
MATCH_OPENING,ZERG,Zagara,You cannot escape the swarm!,ZagaraHero_Attack00.ogg,MATCH_OPENING/ZERG/ZagaraHero_Attack00.ogg,9c9046ad45e335385ee9bf9ea4d3a73e02740b78dbecf85f717b7ef34ea1961e,30528,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\void.sc2campaign\enus.sc2assets\LocalizedData\Sounds\VO\Zerg\ZagaraHero_Attack00.ogg
GLHF_LITERAL,NEUTRAL,Day[9],"Good luck, have fun!",Day9_StartGame03.ogg,GLHF_LITERAL/Day9_StartGame03.ogg,1e78eb5770408e14fd44fa1da7583d1400a1eb105ab2ba2ab83402fe652e0dc7,29046,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\VO\Day9_StartGame03.ogg
GLHF_LITERAL,NEUTRAL,Lowko,Good luck out there,Lowko_GameResumed01.ogg,GLHF_LITERAL/Lowko_GameResumed01.ogg,b5e26f4495bf2e2b8b380852bde203f2ec16aaa350eb85c35913a9f07d0f5d80,20528,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\base.sc2assets\LocalizedData\Sounds\VO\Lowko\Lowko_GameResumed01.ogg
GLHF_LITERAL,NEUTRAL,Lowko,"Good luck, you can do this!",Lowko_StartGame00.ogg,GLHF_LITERAL/Lowko_StartGame00.ogg,3974303cfb0a611d8fe795c8aab6fd4a2e25b028b0680c236e1447f885b39dc7,23013,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\base.sc2assets\LocalizedData\Sounds\VO\Lowko\Lowko_StartGame00.ogg
GLHF_LITERAL,NEUTRAL,Lowko,"It's time to focus, good luck!",Lowko_StartGame01.ogg,GLHF_LITERAL/Lowko_StartGame01.ogg,2e7d998004d297549c93d53df525d5a8b7009417f4991882b30f73a19a71c5d4,27178,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\base.sc2assets\LocalizedData\Sounds\VO\Lowko\Lowko_StartGame01.ogg
GLHF_LITERAL,NEUTRAL,Lowko,Good luck and have fun!,Lowko_StartGame02.ogg,GLHF_LITERAL/Lowko_StartGame02.ogg,106c42c2a216da9bea5976c78e2c2af012f7e6d492d5ac4fa2038e6de6279cae,18941,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\base.sc2assets\LocalizedData\Sounds\VO\Lowko\Lowko_StartGame02.ogg
GLHF_LITERAL,NEUTRAL,Stone,Best of luck to you.,StoneAnnouncer_StartGame00.ogg,GLHF_LITERAL/StoneAnnouncer_StartGame00.ogg,539f84c1568b5205f136b33a0b318c996d48ec00776607ff3f0777acfc545b11,23684,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\VO\StoneAnnouncer_StartGame00.ogg
GLHF_LITERAL,NEUTRAL,Tastosis,"""Good luck!"" ""Have fun!""",TastosisArenaCrowdA_GoodLuckHaveFun00.ogg,GLHF_LITERAL/TastosisArenaCrowdA_GoodLuckHaveFun00.ogg,a9b07a0433abfaee39ec25624a8ba4274d488f963834bc9900709e02d356c52f,60173,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\VO\TastosisArenaCrowdA_GoodLuckHaveFun00.ogg
GLHF_LITERAL,NEUTRAL,Tastosis,"Good luck, have fun!",TastosisArenaCrowdA_GoodLuckHaveFun01.ogg,GLHF_LITERAL/TastosisArenaCrowdA_GoodLuckHaveFun01.ogg,1d6f4d0ec945a46e2f826737d6ebbd6b9ac5ac3588426825229481f09d183948,59135,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\VO\TastosisArenaCrowdA_GoodLuckHaveFun01.ogg
GLHF_LITERAL,NEUTRAL,Tastosis,"Good luck, have fun.",TastosisArenaCrowdA_GoodLuckHaveFun02.ogg,GLHF_LITERAL/TastosisArenaCrowdA_GoodLuckHaveFun02.ogg,2d92c32e60fc6fd71cc031bdcfdf9bd20f5bdb4517a87318d2b93f07d28b0254,61188,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\VO\TastosisArenaCrowdA_GoodLuckHaveFun02.ogg
GLHF_LITERAL,NEUTRAL,iNcontroL,Good luck and have fun! You're gonna need it.,iNcontrolA_StartGame00.ogg,GLHF_LITERAL/iNcontrolA_StartGame00.ogg,afb025d3380a380ccb95611e4ba6daa34148bde4758b8204b5c9d389d7dfb86a,36074,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\VO\iNcontrolA_StartGame00.ogg
GLHF_LITERAL,NEUTRAL,iNcontroL,Good luck and have fun! You're gonna need it.,iNcontrolA_StartGame00_ALT.ogg,GLHF_LITERAL/iNcontrolA_StartGame00_ALT.ogg,c4f6680e505a12bd7363d33ffff1eab618215abb6e5acd41f44325ee97817325,53775,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\mods\liberty.sc2mod\enus.sc2assets\LocalizedData\Sounds\VO\iNcontrolA_StartGame00_ALT.ogg
