asset_path,sha256,source_path,source_event,speaker,speaker_faction,verified_transcript,result_role,winner_scope,literal_gg,door_eligible,ceremony_eligible,victory_eligible,tie_eligible,gain_db,reverb_ms,confidence,notes
audio/ui/result_audio/neutral/WhiteRa_Announcer_GGWin00.ogg,7cac797fdcb2f1118da7ba885edfacf5c288db8612dc7c5c05c445b32bcf121e,mods/liberty.sc2mod/base.sc2assets/LocalizedData/Sounds/VO/White-Ra_Announcer/WhiteRa_Announcer_GGWin00.ogg,GGWin/EndGameWon,White-Ra,NEUTRAL,"More special tactics, more re-in.",VICTORY_VO,ANY,false,false,false,true,false,-4.0,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-12.0 LUFS, peak=-0.6 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/victory_endgame/generic/WhiteRa_Announcer_GGWin01.ogg,c93d538e78d068ea6c6728e66315859b58e2ddf8accc738b5a2bc1591d2cf9f6,mods/liberty.sc2mod/base.sc2assets/LocalizedData/Sounds/VO/White-Ra_Announcer/WhiteRa_Announcer_GGWin01.ogg,GGWin/EndGameWon,White-Ra,NEUTRAL,You made it! Time to celebrate victory!,VICTORY_VO,ANY,false,false,false,true,false,-3.8,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-12.2 LUFS, peak=-0.3 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/neutral/WhiteRa_Announcer_GGWin02.ogg,e14987755ee158faa9022c83e7271ea6efe2de02ed87f13f66a2dbea9c141d29,mods/liberty.sc2mod/base.sc2assets/LocalizedData/Sounds/VO/White-Ra_Announcer/WhiteRa_Announcer_GGWin02.ogg,GGWin/EndGameWon,White-Ra,NEUTRAL,It was not difficult.,VICTORY_VO,ANY,false,false,false,true,false,-2.9,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-13.1 LUFS, peak=-0.6 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/neutral/WhiteRa_Announcer_GGWin03.ogg,8dbd143ee66724ee7ea9b213c1f360112072cd104f6bcabeecfb2374aca57fe8,mods/liberty.sc2mod/base.sc2assets/LocalizedData/Sounds/VO/White-Ra_Announcer/WhiteRa_Announcer_GGWin03.ogg,GGWin/EndGameWon,White-Ra,NEUTRAL,"The enemy thought well, but you played better.",VICTORY_VO,ANY,false,false,false,true,false,-4.4,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-11.6 LUFS, peak=-0.3 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/gg_ceremony/WinterGamingA_GGWin00.ogg,4f44bf3eeb3ada7b5faa5b505dc2dad8359d13a2df5822abaad663417af6287d,mods/liberty.sc2mod/base.sc2assets/LocalizedData/Sounds/VO/WinterGaming_Announcer/WinterGamingA_GGWin00.ogg,GGWin/EndGameWon,WinterGaming,NEUTRAL,GG.,GG_LITERAL,ANY,true,true,true,false,false,-5.7,600,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-10.3 LUFS, peak=-2.2 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/neutral/WinterGamingA_GGWin01.ogg,20b7a0e9534188cfa9b9775a618b19c350a2136773511fd71c756a30c26468f4,mods/liberty.sc2mod/base.sc2assets/LocalizedData/Sounds/VO/WinterGaming_Announcer/WinterGamingA_GGWin01.ogg,GGWin/EndGameWon,WinterGaming,NEUTRAL,GG,GG_LITERAL,ANY,true,true,true,false,false,-6.0,600,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-8.6 LUFS, peak=-1.9 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/neutral/WinterGamingA_GGWin02.ogg,740dc36700e36d2c4b6044848f996904344cf1861b6269176e0c5483e7e9d17f,mods/liberty.sc2mod/base.sc2assets/LocalizedData/Sounds/VO/WinterGaming_Announcer/WinterGamingA_GGWin02.ogg,GGWin/EndGameWon,WinterGaming,NEUTRAL,It actually worked this time.,VICTORY_VO,ANY,false,false,false,true,false,-5.9,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-10.1 LUFS, peak=-1.4 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/neutral/WinterGamingA_GGWin03.ogg,2045e8ebf274d87fa6544ae5ee13cb91ffcedf2aa72798454da1471a73a2b459,mods/liberty.sc2mod/base.sc2assets/LocalizedData/Sounds/VO/WinterGaming_Announcer/WinterGamingA_GGWin03.ogg,GGWin/EndGameWon,WinterGaming,NEUTRAL,Now that's the commander I've been waiting on.,VICTORY_VO,ANY,false,false,false,true,false,-4.6,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-11.4 LUFS, peak=-2.0 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/neutral/WinterGamingA_GGWin04.ogg,0e0f7b4d9e07a18438c121961cb1d5f2caf5bbbed774dd320246ede4520d011c,mods/liberty.sc2mod/base.sc2assets/LocalizedData/Sounds/VO/WinterGaming_Announcer/WinterGamingA_GGWin04.ogg,GGWin/EndGameWon,WinterGaming,NEUTRAL,I've never seen this screen before. Wow.,VICTORY_VO,ANY,false,false,false,true,false,-5.1,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-10.9 LUFS, peak=-0.9 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/victory_endgame/protoss/ZeratulA_EndGame00.ogg,4d7891962a723d7b29e0b1d5b23bb2562cba27f68664ca830080fd822d440e61,mods/liberty.sc2mod/base.sc2assets/LocalizedData/Sounds/VO/Zeratul_Announcer/ZeratulA_EndGame00.ogg,EndGameWon/GGWin,Zeratul,PROTOSS,You fight with a valor beyond your years.,VICTORY_VO,PROTOSS,false,false,false,true,false,-4.6,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-11.4 LUFS, peak=-0.5 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/protoss/ZeratulA_EndGame01.ogg,a4623a114f78d6053c2af26f5a5faa73e560254b60cfe145e05d6861b140b2f5,mods/liberty.sc2mod/base.sc2assets/LocalizedData/Sounds/VO/Zeratul_Announcer/ZeratulA_EndGame01.ogg,EndGameWon/GGWin,Zeratul,PROTOSS,A warrior's heart meets within you.,VICTORY_VO,PROTOSS,false,false,false,true,false,-4.5,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-11.5 LUFS, peak=-0.9 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/tie/ZeratulA_EndGameTied00.ogg,01d7a568a074538a8ba600237068d7e3e408b112ae64e35386e8c5bc287c98a4,mods/liberty.sc2mod/base.sc2assets/LocalizedData/Sounds/VO/Zeratul_Announcer/ZeratulA_EndGameTied00.ogg,EndGameTied/GGTie,Zeratul,PROTOSS,So dumb have I seen two opponents so evenly matched.,TIE_VO,TIE_ONLY,false,false,false,false,true,-4.9,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-11.1 LUFS, peak=-0.6 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/neutral/Day9_EndGame01.ogg,74d024428c1647f08f1c1d46ad5cc5efdedcb516ba13673042d474a80e3e8bfe,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/Day9_EndGame01.ogg,GGWin/EndGameWon,Day9,NEUTRAL,Good game!,GG_LITERAL,ANY,true,true,true,false,false,-6.0,600,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-9.6 LUFS, peak=-1.1 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/victory_endgame/terran/HornerHanAnnouncer_EndGame00.ogg,c28b465417dcc355b71036d0a4e97f6f1867a469d8cc83545226e134a628f55f,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/HornerHanAnnouncer_EndGame00.ogg,EndGameWon/GGWin,Horner and Han,TERRAN,"You won! Uhh, Matthew, you have some competition! Ah, that's great.",VICTORY_VO,TERRAN,false,false,false,true,false,-3.7,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-12.3 LUFS, peak=0.3 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/tie/HornerHanAnnouncer_EndGame02.ogg,82f5f70e6211ab6a606753849c7a31666222f1ca0246319996d7074dc7d8d1bc,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/HornerHanAnnouncer_EndGame02.ogg,EndGameTied/GGTie,Horner and Han,TERRAN,You and your opponent were evenly matched. Just like us darling.,TIE_VO,TIE_ONLY,false,false,false,false,true,-3.6,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-12.4 LUFS, peak=0.7 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/terran/HornerHanAnnouncer_EndGame03.ogg,00a46f072db21b0de057db1f5683b70430f9fe023811eed96840691c4ba3d982,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/HornerHanAnnouncer_EndGame03.ogg,EndGameWon/GGWin,Horner and Han,TERRAN,"That was more fun than I expected. I prefer watching you, Matthew.",VICTORY_VO,TERRAN,false,false,false,true,false,-2.3,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-13.7 LUFS, peak=0.3 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/neutral/iNcontrolA_EndGame00.ogg,d45c5aab6b9c4250744793f911d73b09daf2f715fe1c6feb19532ef7df0d3ae9,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/iNcontrolA_EndGame00.ogg,GGWin/EndGameWon,iNcontrol,NEUTRAL,And they're outta here!,VICTORY_VO,ANY,false,false,false,true,false,-5.4,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-10.6 LUFS, peak=-1.3 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/neutral/NathaniasA_EndGame00.ogg,28877290132eb698ff7ce8bc6c8157440b70909284036a82bf89c4bfd075e21e,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/NathaniasA_EndGame00.ogg,GGWin/EndGameWon,Nathanias,NEUTRAL,GG,GG_LITERAL,ANY,true,true,true,false,false,-6.0,600,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-9.5 LUFS, peak=-1.8 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/victory_endgame/generic/NathaniasA_EndGame01.ogg,78f06c4bcaf2713bf4e383a03f5a30604d51670dd0c6be2c0f912ba662890269,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/NathaniasA_EndGame01.ogg,GGWin/EndGameWon,Nathanias,NEUTRAL,A phenomenal finish!,VICTORY_VO,ANY,false,false,false,true,false,-4.7,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-11.3 LUFS, peak=-2.9 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/neutral/NathaniasA_EndGame02.ogg,429d21ad6d371f6005df2944203c14efca0ac8774b2a5edbd541b751873ffdd3,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/NathaniasA_EndGame02.ogg,GGWin/EndGameWon,Nathanias,NEUTRAL,Pin this replay up on the wall.,VICTORY_VO,ANY,false,false,false,true,false,-3.2,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-12.8 LUFS, peak=-2.6 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/neutral/scboyA_EndGame00.ogg,505dcfd8da005554eb6187b087eb76cb0bfe3110efbcebd33feed14db3d4917b,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/scboyA_EndGame00.ogg,GGWin/EndGameWon,SCBoy,NEUTRAL,GG!,GG_LITERAL,ANY,true,true,true,false,false,-5.8,600,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-10.2 LUFS, peak=-2.7 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/terran/StoneAnnouncer_EndGame00.ogg,a07f7b14e8bae0e5b4c1db5d791c866b660c9e46289eb23c0d9ba0715a271af9,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/StoneAnnouncer_EndGame00.ogg,EndGameWon/GGWin,Stone,TERRAN,Real impressive. We could use someone like you at the Ghost Academy.,VICTORY_VO,TERRAN,false,false,false,true,false,-3.5,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-12.5 LUFS, peak=-0.8 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/victory_endgame/terran/StoneAnnouncer_EndGame01.ogg,da2e75ffd951ec3f0262f34dd9e40c5afe5476f8a01891a896fe09276f78598a,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/StoneAnnouncer_EndGame01.ogg,EndGameWon/GGWin,Stone,TERRAN,Nice work. Maybe you should join me on a mission sometime.,VICTORY_VO,TERRAN,false,false,false,true,false,-2.7,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-13.3 LUFS, peak=-2.2 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/tie_endgame/StoneAnnouncer_EndGameTied00.ogg,141b8a9e14dab5c2315e4c1023fb100a0003129b400d63b49e50ae5f9c8163c3,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/StoneAnnouncer_EndGameTied00.ogg,EndGameTied/GGTie,Stone,TERRAN,"Well I'll be damned, you're both equally matched.",TIE_VO,TIE_ONLY,false,false,false,false,true,-2.5,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-13.5 LUFS, peak=-1.2 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/neutral/TastosisArenaCrowdA_GGWin01.ogg,257fd2e3140c0cc2a97f13afa77e410d736a80f0b1519a6c705d57916a6c386a,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/TastosisArenaCrowdA_GGWin01.ogg,GGWin/EndGameWon,Tastosis Arena Crowd,NEUTRAL,GG!,GG_LITERAL,ANY,true,true,true,false,false,-5.4,600,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-10.6 LUFS, peak=-1.2 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/neutral/TastosisArenaCrowdA_GGWin02.ogg,0d0e6d3414026210dd156cb359132aaeb6625462771a14e3664519addfa2869c,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/TastosisArenaCrowdA_GGWin02.ogg,GGWin/EndGameWon,Tastosis Arena Crowd,NEUTRAL,GG,GG_LITERAL,ANY,true,true,true,false,false,-4.7,600,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-11.3 LUFS, peak=-1.6 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/terran/TychusAnnouncer_EndGame00.ogg,40e961335b688a6452e62dbb225f4dd984a9324ed61f22e530c7721f809f8de5,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/TychusAnnouncer_EndGame00.ogg,EndGameWon/GGWin,Tychus,TERRAN,Real smooth ain't ya?,VICTORY_VO,TERRAN,false,false,false,true,false,-5.2,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-10.8 LUFS, peak=-0.4 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/victory_endgame/terran/TychusAnnouncer_EndGame01.ogg,3632532f97bcf2905ce69e7b587a9f14d9db512c5e8b47fb0e9470609d51dee6,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/TychusAnnouncer_EndGame01.ogg,EndGameWon/GGWin,Tychus,TERRAN,Victory! It looks good on you kid!,VICTORY_VO,TERRAN,false,false,false,true,false,-3.9,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-12.1 LUFS, peak=-0.3 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/tie/TychusAnnouncer_EndGameTied00.ogg,a84e90acf2d2df7c5f45878411f4e2bc63e1647c0eacb39eeba0a4d9f2c683f8,mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/VO/TychusAnnouncer_EndGameTied00.ogg,EndGameTied/GGTie,Tychus,TERRAN,I'll be damned. You're tired.,TIE_VO,TIE_ONLY,false,false,false,false,true,-5.6,0,VERIFIED,"Reused identical canonical bytes already present in project. Measured I=-10.4 LUFS, peak=-0.5 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Abathur_053.ogg,32125cc92dc7d28a696805e397a61e3a083d591fd994c52529ad258e2c1d1f31,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Abathur_053.ogg,acVictory,Abathur,ZERG,"Swarm, triumphant. Mutations, effective.",VICTORY_VO,ZERG,false,false,false,true,false,-0.4,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-18.0 LUFS, peak=-0.6 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Abathur_054.ogg,50296106ace63b913197b8ad95276494a82fd07ba6657d2d49628c994baa59fc,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Abathur_054.ogg,acVictory,Abathur,ZERG,"Victory, foregone conclusion. Celebration, unnecessary.",VICTORY_VO,ZERG,false,false,false,true,false,0.0,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-17.3 LUFS, peak=-1.0 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Abathur_055.ogg,e7ae2e4535a8b4da5e24e388c5cc7e06bd6142c978f19fb5a4e469df58077a84,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Abathur_055.ogg,acVictory,Abathur,ZERG,Useful encounter. Learned much. Must spin new sequences.,VICTORY_VO,ZERG,false,false,false,true,false,-0.3,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-18.6 LUFS, peak=-0.7 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Abathur_056.ogg,c2a34f05761af791e2f58460380c8c4127bde4886298aeac25a57faed7dfa61b,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Abathur_056.ogg,acVictory,Abathur,ZERG,Evolution continues. Swarm grows stronger.,VICTORY_VO,ZERG,false,false,false,true,false,-0.3,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-16.2 LUFS, peak=-0.7 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Abathur_057.ogg,5171d7c2985f0aebc661f239a23c5fadd1f688605dc16c54915c3fdb8e1f3348,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Abathur_057.ogg,acVictory,Abathur,ZERG,"Swarm strategy, calculated. Efficient. Enemy strategy, inferior.",VICTORY_VO,ZERG,false,false,false,true,false,-1.5,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-17.7 LUFS, peak=0.5 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Abathur_058.ogg,b6b35fe4af388613fefed894757b02bf2c30be1fbc10c48e96a7dafe476a41a3,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Abathur_058.ogg,acVictory,Abathur,ZERG,"Organism Abathur, strongest there is.",VICTORY_VO,ZERG,false,false,false,true,false,-0.9,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-16.0 LUFS, peak=-0.1 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Kerrigan_006.ogg,bd6c8abc374893cc01686a5ff47d481aba1bdb08edeaa6cf14b563c4a1a024d1,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Kerrigan_006.ogg,acVictory,Kerrigan,ZERG,Well then... that's over.,VICTORY_VO,ZERG,false,false,false,true,false,0.8,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-19.3 LUFS, peak=-1.8 dBFS; runtime gain targets <= -1 dBFS."
